sample_id,step,t,Q_total,Q_total_dot,Q_total_drift
0,0,0.0,1.5366175228696055,0.0,0.0
0,1,0.02,1.5366175228696055,6.938893903907228e-18,0.0
0,2,0.04,1.5366175228696055,6.938893903907228e-18,0.0
0,3,0.06,1.5366175228696055,2.0816681711721685e-17,0.0
0,4,0.08,1.5366175228696055,2.0816681711721685e-17,0.0
0,5,0.1,1.5366175228696055,-1.3877787807814457e-17,0.0
0,6,0.12,1.5366175228696055,-6.938893903907228e-18,0.0
0,7,0.14,1.5366175228696055,6.938893903907228e-18,0.0
0,8,0.16,1.5366175228696055,-1.3877787807814457e-17,0.0
0,9,0.18,1.5366175228696055,6.938893903907228e-18,0.0
0,10,0.2,1.5366175228696055,2.7755575615628914e-17,0.0
0,11,0.22,1.5366175228696055,1.3877787807814457e-17,0.0
0,12,0.24,1.5366175228696055,2.7755575615628914e-17,0.0
0,13,0.26,1.5366175228696055,-6.938893903907228e-18,0.0
0,14,0.28,1.5366175228696055,-2.7755575615628914e-17,0.0
0,15,0.3,1.5366175228696055,-6.938893903907228e-18,0.0
0,16,0.32,1.5366175228696057,-6.938893903907228e-18,2.220446049250313e-16
0,17,0.34,1.5366175228696053,1.3877787807814457e-17,2.220446049250313e-16
0,18,0.36,1.5366175228696055,2.0816681711721685e-17,0.0
0,19,0.38,1.5366175228696055,1.3877787807814457e-17,0.0
0,20,0.4,1.5366175228696055,-2.0816681711721685e-17,0.0
0,21,0.42,1.5366175228696055,0.0,0.0
0,22,0.44,1.5366175228696055,0.0,0.0
0,23,0.46,1.5366175228696055,-2.7755575615628914e-17,0.0
0,24,0.48,1.5366175228696055,-1.3877787807814457e-17,0.0
0,25,0.5,1.5366175228696057,0.0,2.220446049250313e-16
0,26,0.52,1.5366175228696055,-1.3877787807814457e-17,0.0
0,27,0.54,1.5366175228696055,-6.938893903907228e-18,0.0
0,28,0.56,1.5366175228696055,-1.3877787807814457e-17,0.0
0,29,0.58,1.5366175228696055,-6.938893903907228e-18,0.0
0,30,0.6,1.5366175228696055,3.469446951953614e-17,0.0
0,31,0.62,1.5366175228696055,0.0,0.0
0,32,0.64,1.5366175228696055,-2.7755575615628914e-17,0.0
0,33,0.66,1.5366175228696055,-6.938893903907228e-18,0.0
0,34,0.68,1.5366175228696055,-1.3877787807814457e-17,0.0
0,35,0.7000000000000001,1.5366175228696055,-2.0816681711721685e-17,0.0
0,36,0.72,1.5366175228696055,0.0,0.0
0,37,0.74,1.5366175228696055,-1.3877787807814457e-17,0.0
0,38,0.76,1.5366175228696055,6.938893903907228e-18,0.0
0,39,0.78,1.5366175228696053,-2.0816681711721685e-17,2.220446049250313e-16
0,40,0.8,1.5366175228696055,-1.3877787807814457e-17,0.0
0,41,0.8200000000000001,1.5366175228696053,6.938893903907228e-18,2.220446049250313e-16
0,42,0.84,1.5366175228696057,0.0,2.220446049250313e-16
0,43,0.86,1.536617522869606,-2.7755575615628914e-17,4.440892098500626e-16
0,44,0.88,1.5366175228696055,0.0,0.0
0,45,0.9,1.5366175228696053,0.0,2.220446049250313e-16
0,46,0.92,1.536617522869606,-2.7755575615628914e-17,4.440892098500626e-16
0,47,0.9400000000000001,1.536617522869605,-4.163336342344337e-17,4.440892098500626e-16
0,48,0.96,1.5366175228696055,-1.3877787807814457e-17,0.0
0,49,0.98,1.536617522869606,2.7755575615628914e-17,4.440892098500626e-16
0,50,1.0,1.5366175228696055,2.7755575615628914e-17,0.0
0,51,1.02,1.5366175228696055,0.0,0.0
0,52,1.04,1.5366175228696055,-2.7755575615628914e-17,0.0
0,53,1.06,1.5366175228696055,-2.7755575615628914e-17,0.0
0,54,1.08,1.5366175228696055,-6.938893903907228e-18,0.0
0,55,1.1,1.5366175228696055,0.0,0.0
0,56,1.12,1.5366175228696053,1.3877787807814457e-17,2.220446049250313e-16
0,57,1.1400000000000001,1.5366175228696055,-2.0816681711721685e-17,0.0
0,58,1.16,1.5366175228696055,2.7755575615628914e-17,0.0
0,59,1.18,1.5366175228696057,-6.938893903907228e-18,2.220446049250313e-16
0,60,1.2,1.5366175228696055,1.3877787807814457e-17,0.0
0,61,1.22,1.5366175228696055,-1.3877787807814457e-17,0.0
0,62,1.24,1.5366175228696053,0.0,2.220446049250313e-16
0,63,1.26,1.5366175228696055,-6.938893903907228e-18,0.0
0,64,1.28,1.5366175228696055,0.0,0.0
0,65,1.3,1.5366175228696055,-6.938893903907228e-18,0.0
0,66,1.32,1.5366175228696055,3.469446951953614e-18,0.0
0,67,1.34,1.536617522869606,3.469446951953614e-18,4.440892098500626e-16
0,68,1.36,1.5366175228696057,1.0408340855860843e-17,2.220446049250313e-16
0,69,1.3800000000000001,1.5366175228696055,-1.734723475976807e-18,0.0
0,70,1.4000000000000001,1.5366175228696055,1.0408340855860843e-17,0.0
0,71,1.42,1.5366175228696053,-1.214306433183765e-17,2.220446049250313e-16
0,72,1.44,1.5366175228696055,1.734723475976807e-17,0.0
0,73,1.46,1.5366175228696053,-6.938893903907228e-18,2.220446049250313e-16
0,74,1.48,1.5366175228696055,-1.3877787807814457e-17,0.0
0,75,1.5,1.5366175228696057,1.734723475976807e-17,2.220446049250313e-16
0,76,1.52,1.5366175228696053,-6.938893903907228e-18,2.220446049250313e-16
0,77,1.54,1.5366175228696057,-6.938893903907228e-18,2.220446049250313e-16
0,78,1.56,1.5366175228696055,3.469446951953614e-18,0.0
0,79,1.58,1.5366175228696057,-4.85722573273506e-17,2.220446049250313e-16
1,0,0.0,1.4778346829570022,3.8163916471489756e-17,0.0
1,1,0.02,1.4778346829570022,-1.0408340855860843e-17,0.0
1,2,0.04,1.4778346829570022,-3.122502256758253e-17,0.0
1,3,0.06,1.4778346829570022,6.938893903907228e-18,0.0
1,4,0.08,1.4778346829570022,6.938893903907228e-18,0.0
1,5,0.1,1.4778346829570022,3.469446951953614e-17,0.0
1,6,0.12,1.477834682957002,-2.0816681711721685e-17,2.220446049250313e-16
1,7,0.14,1.4778346829570022,4.163336342344337e-17,0.0
1,8,0.16,1.4778346829570022,-2.7755575615628914e-17,0.0
1,9,0.18,1.4778346829570022,-2.0816681711721685e-17,0.0
1,10,0.2,1.4778346829570022,1.3877787807814457e-17,0.0
1,11,0.22,1.4778346829570022,-1.3877787807814457e-17,0.0
1,12,0.24,1.4778346829570022,-1.3877787807814457e-17,0.0
1,13,0.26,1.4778346829570022,-1.3877787807814457e-17,0.0
1,14,0.28,1.4778346829570022,2.0816681711721685e-17,0.0
1,15,0.3,1.4778346829570022,-1.3877787807814457e-17,0.0
1,16,0.32,1.4778346829570022,-3.469446951953614e-17,0.0
1,17,0.34,1.4778346829570022,-1.3877787807814457e-17,0.0
1,18,0.36,1.4778346829570022,-1.3877787807814457e-17,0.0
1,19,0.38,1.4778346829570022,1.3877787807814457e-17,0.0
1,20,0.4,1.4778346829570022,1.3877787807814457e-17,0.0
1,21,0.42,1.4778346829570022,-2.7755575615628914e-17,0.0
1,22,0.44,1.4778346829570022,2.7755575615628914e-17,0.0
1,23,0.46,1.4778346829570022,-3.469446951953614e-17,0.0
1,24,0.48,1.4778346829570022,-3.469446951953614e-17,0.0
1,25,0.5,1.4778346829570022,-6.938893903907228e-17,0.0
1,26,0.52,1.4778346829570024,0.0,2.220446049250313e-16
1,27,0.54,1.4778346829570022,1.3877787807814457e-17,0.0
1,28,0.56,1.4778346829570022,-1.3877787807814457e-17,0.0
1,29,0.58,1.4778346829570022,-2.0816681711721685e-17,0.0
1,30,0.6,1.4778346829570022,-6.938893903907228e-18,0.0
1,31,0.62,1.477834682957002,1.3877787807814457e-17,2.220446049250313e-16
1,32,0.64,1.4778346829570022,0.0,0.0
1,33,0.66,1.4778346829570022,0.0,0.0
1,34,0.68,1.4778346829570022,1.3877787807814457e-17,0.0
1,35,0.7000000000000001,1.4778346829570022,-2.0816681711721685e-17,0.0
1,36,0.72,1.4778346829570022,-5.551115123125783e-17,0.0
1,37,0.74,1.4778346829570022,-1.3877787807814457e-17,0.0
1,38,0.76,1.4778346829570022,-2.7755575615628914e-17,0.0
1,39,0.78,1.4778346829570022,-2.7755575615628914e-17,0.0
1,40,0.8,1.4778346829570022,-2.7755575615628914e-17,0.0
1,41,0.8200000000000001,1.4778346829570022,6.938893903907228e-18,0.0
1,42,0.84,1.4778346829570022,-2.7755575615628914e-17,0.0
1,43,0.86,1.477834682957002,-2.7755575615628914e-17,2.220446049250313e-16
1,44,0.88,1.4778346829570022,4.163336342344337e-17,0.0
1,45,0.9,1.4778346829570024,2.7755575615628914e-17,2.220446049250313e-16
1,46,0.92,1.4778346829570024,-6.938893903907228e-18,2.220446049250313e-16
1,47,0.9400000000000001,1.4778346829570022,-1.3877787807814457e-17,0.0
1,48,0.96,1.4778346829570022,-2.7755575615628914e-17,0.0
1,49,0.98,1.4778346829570022,-3.469446951953614e-17,0.0
1,50,1.0,1.4778346829570022,-5.551115123125783e-17,0.0
1,51,1.02,1.477834682957002,0.0,2.220446049250313e-16
1,52,1.04,1.477834682957002,-6.938893903907228e-18,2.220446049250313e-16
1,53,1.06,1.4778346829570022,-3.469446951953614e-17,0.0
1,54,1.08,1.477834682957002,1.3877787807814457e-17,2.220446049250313e-16
1,55,1.1,1.4778346829570022,2.7755575615628914e-17,0.0
1,56,1.12,1.4778346829570024,1.3877787807814457e-17,2.220446049250313e-16
1,57,1.1400000000000001,1.4778346829570022,0.0,0.0
1,58,1.16,1.4778346829570022,3.469446951953614e-18,0.0
1,59,1.18,1.4778346829570022,3.122502256758253e-17,0.0
1,60,1.2,1.4778346829570022,-4.5102810375396984e-17,0.0
1,61,1.22,1.4778346829570022,0.0,0.0
1,62,1.24,1.4778346829570022,0.0,0.0
1,63,1.26,1.4778346829570022,2.0816681711721685e-17,0.0
1,64,1.28,1.477834682957002,-2.0816681711721685e-17,2.220446049250313e-16
1,65,1.3,1.4778346829570022,-6.938893903907228e-18,0.0
1,66,1.32,1.4778346829570022,-5.551115123125783e-17,0.0
1,67,1.34,1.4778346829570022,1.0408340855860843e-17,0.0
1,68,1.36,1.4778346829570022,-1.734723475976807e-17,0.0
1,69,1.3800000000000001,1.4778346829570022,-2.7755575615628914e-17,0.0
1,70,1.4000000000000001,1.4778346829570022,3.469446951953614e-18,0.0
1,71,1.42,1.4778346829570024,-1.3877787807814457e-17,2.220446049250313e-16
1,72,1.44,1.4778346829570022,-2.0816681711721685e-17,0.0
1,73,1.46,1.477834682957002,1.3877787807814457e-17,2.220446049250313e-16
1,74,1.48,1.4778346829570024,-1.0408340855860843e-17,2.220446049250313e-16
1,75,1.5,1.4778346829570022,-2.0816681711721685e-17,0.0
1,76,1.52,1.4778346829570024,-3.8163916471489756e-17,2.220446049250313e-16
1,77,1.54,1.4778346829570022,1.3877787807814457e-17,0.0
1,78,1.56,1.4778346829570022,-2.7755575615628914e-17,0.0
1,79,1.58,1.4778346829570022,2.0816681711721685e-17,0.0
2,0,0.0,1.5346833406258837,2.7755575615628914e-17,0.0
2,1,0.02,1.5346833406258842,4.163336342344337e-17,4.440892098500626e-16
2,2,0.04,1.5346833406258837,-1.3877787807814457e-17,0.0
2,3,0.06,1.5346833406258837,0.0,0.0
2,4,0.08,1.5346833406258837,-3.469446951953614e-17,0.0
2,5,0.1,1.534683340625884,6.938893903907228e-18,2.220446049250313e-16
2,6,0.12,1.534683340625884,-3.469446951953614e-17,2.220446049250313e-16
2,7,0.14,1.534683340625884,1.3877787807814457e-17,2.220446049250313e-16
2,8,0.16,1.5346833406258835,1.3877787807814457e-17,2.220446049250313e-16
2,9,0.18,1.534683340625884,0.0,2.220446049250313e-16
2,10,0.2,1.5346833406258842,4.163336342344337e-17,4.440892098500626e-16
2,11,0.22,1.534683340625884,2.7755575615628914e-17,2.220446049250313e-16
2,12,0.24,1.5346833406258837,0.0,0.0
2,13,0.26,1.5346833406258842,4.163336342344337e-17,4.440892098500626e-16
2,14,0.28,1.534683340625884,6.938893903907228e-18,2.220446049250313e-16
2,15,0.3,1.534683340625884,-2.7755575615628914e-17,2.220446049250313e-16
2,16,0.32,1.534683340625884,2.0816681711721685e-17,2.220446049250313e-16
2,17,0.34,1.534683340625884,-2.7755575615628914e-17,2.220446049250313e-16
2,18,0.36,1.534683340625884,4.163336342344337e-17,2.220446049250313e-16
2,19,0.38,1.534683340625884,2.7755575615628914e-17,2.220446049250313e-16
2,20,0.4,1.534683340625884,0.0,2.220446049250313e-16
2,21,0.42,1.534683340625884,-3.469446951953614e-17,2.220446049250313e-16
2,22,0.44,1.5346833406258842,-5.551115123125783e-17,4.440892098500626e-16
2,23,0.46,1.5346833406258842,0.0,4.440892098500626e-16
2,24,0.48,1.534683340625884,1.3877787807814457e-17,2.220446049250313e-16
2,25,0.5,1.534683340625884,0.0,2.220446049250313e-16
2,26,0.52,1.534683340625884,-2.0816681711721685e-17,2.220446049250313e-16
2,27,0.54,1.534683340625884,-1.3877787807814457e-17,2.220446049250313e-16
2,28,0.56,1.534683340625884,-2.7755575615628914e-17,2.220446049250313e-16
2,29,0.58,1.5346833406258837,-2.0816681711721685e-17,0.0
2,30,0.6,1.534683340625884,2.0816681711721685e-17,2.220446049250313e-16
2,31,0.62,1.534683340625884,2.0816681711721685e-17,2.220446049250313e-16
2,32,0.64,1.534683340625884,4.163336342344337e-17,2.220446049250313e-16
2,33,0.66,1.5346833406258842,0.0,4.440892098500626e-16
2,34,0.68,1.534683340625884,0.0,2.220446049250313e-16
2,35,0.7000000000000001,1.534683340625884,1.3877787807814457e-17,2.220446049250313e-16
2,36,0.72,1.5346833406258837,-1.3877787807814457e-17,0.0
2,37,0.74,1.5346833406258842,2.7755575615628914e-17,4.440892098500626e-16
2,38,0.76,1.5346833406258842,0.0,4.440892098500626e-16
2,39,0.78,1.5346833406258842,-5.551115123125783e-17,4.440892098500626e-16
2,40,0.8,1.534683340625884,5.551115123125783e-17,2.220446049250313e-16
2,41,0.8200000000000001,1.5346833406258842,2.7755575615628914e-17,4.440892098500626e-16
2,42,0.84,1.5346833406258842,-4.163336342344337e-17,4.440892098500626e-16
2,43,0.86,1.5346833406258842,-1.3877787807814457e-17,4.440892098500626e-16
2,44,0.88,1.5346833406258842,-4.163336342344337e-17,4.440892098500626e-16
2,45,0.9,1.5346833406258842,-6.938893903907228e-17,4.440892098500626e-16
2,46,0.92,1.5346833406258842,0.0,4.440892098500626e-16
2,47,0.9400000000000001,1.534683340625884,0.0,2.220446049250313e-16
2,48,0.96,1.534683340625884,-2.7755575615628914e-17,2.220446049250313e-16
2,49,0.98,1.534683340625884,2.7755575615628914e-17,2.220446049250313e-16
2,50,1.0,1.534683340625884,1.3877787807814457e-17,2.220446049250313e-16
2,51,1.02,1.5346833406258837,-6.938893903907228e-17,0.0
2,52,1.04,1.534683340625884,0.0,2.220446049250313e-16
2,53,1.06,1.5346833406258842,0.0,4.440892098500626e-16
2,54,1.08,1.534683340625884,-5.551115123125783e-17,2.220446049250313e-16
2,55,1.1,1.5346833406258837,-5.551115123125783e-17,0.0
2,56,1.12,1.534683340625884,-1.3877787807814457e-17,2.220446049250313e-16
2,57,1.1400000000000001,1.5346833406258837,-1.3877787807814457e-17,0.0
2,58,1.16,1.5346833406258837,1.3877787807814457e-17,0.0
2,59,1.18,1.5346833406258837,-2.7755575615628914e-17,0.0
2,60,1.2,1.5346833406258837,-4.163336342344337e-17,0.0
2,61,1.22,1.5346833406258837,-2.7755575615628914e-17,0.0
2,62,1.24,1.5346833406258837,2.7755575615628914e-17,0.0
2,63,1.26,1.5346833406258837,5.551115123125783e-17,0.0
2,64,1.28,1.5346833406258837,2.7755575615628914e-17,0.0
2,65,1.3,1.5346833406258837,-1.3877787807814457e-17,0.0
2,66,1.32,1.5346833406258837,1.3877787807814457e-17,0.0
2,67,1.34,1.5346833406258837,5.551115123125783e-17,0.0
2,68,1.36,1.5346833406258837,1.3877787807814457e-17,0.0
2,69,1.3800000000000001,1.5346833406258837,0.0,0.0
2,70,1.4000000000000001,1.5346833406258837,1.3877787807814457e-17,0.0
2,71,1.42,1.5346833406258837,2.7755575615628914e-17,0.0
2,72,1.44,1.5346833406258837,6.938893903907228e-17,0.0
2,73,1.46,1.534683340625884,1.3877787807814457e-17,2.220446049250313e-16
2,74,1.48,1.5346833406258842,1.3877787807814457e-17,4.440892098500626e-16
2,75,1.5,1.534683340625884,1.3877787807814457e-17,2.220446049250313e-16
2,76,1.52,1.5346833406258842,1.3877787807814457e-17,4.440892098500626e-16
2,77,1.54,1.5346833406258837,-1.3877787807814457e-17,0.0
2,78,1.56,1.5346833406258837,-4.163336342344337e-17,0.0
2,79,1.58,1.534683340625884,1.3877787807814457e-17,2.220446049250313e-16
3,0,0.0,1.4015109271942467,6.938893903907228e-18,0.0
3,1,0.02,1.4015109271942467,6.938893903907228e-18,0.0
3,2,0.04,1.4015109271942463,-2.0816681711721685e-17,4.440892098500626e-16
3,3,0.06,1.4015109271942467,-1.3877787807814457e-17,0.0
3,4,0.08,1.4015109271942463,1.3877787807814457e-17,4.440892098500626e-16
3,5,0.1,1.4015109271942465,2.7755575615628914e-17,2.220446049250313e-16
3,6,0.12,1.4015109271942467,2.0816681711721685e-17,0.0
3,7,0.14,1.4015109271942467,-2.7755575615628914e-17,0.0
3,8,0.16,1.4015109271942467,6.938893903907228e-18,0.0
3,9,0.18,1.4015109271942463,0.0,4.440892098500626e-16
3,10,0.2,1.4015109271942467,0.0,0.0
3,11,0.22,1.4015109271942467,-2.7755575615628914e-17,0.0
3,12,0.24,1.4015109271942467,-2.7755575615628914e-17,0.0
3,13,0.26,1.4015109271942467,0.0,0.0
3,14,0.28,1.4015109271942465,-1.3877787807814457e-17,2.220446049250313e-16
3,15,0.3,1.4015109271942467,-1.3877787807814457e-17,0.0
3,16,0.32,1.4015109271942465,-1.3877787807814457e-17,2.220446049250313e-16
3,17,0.34,1.4015109271942463,-1.3877787807814457e-17,4.440892098500626e-16
3,18,0.36,1.4015109271942465,1.3877787807814457e-17,2.220446049250313e-16
3,19,0.38,1.4015109271942467,4.163336342344337e-17,0.0
3,20,0.4,1.4015109271942467,-4.163336342344337e-17,0.0
3,21,0.42,1.4015109271942467,0.0,0.0
3,22,0.44,1.4015109271942465,0.0,2.220446049250313e-16
3,23,0.46,1.4015109271942467,-4.163336342344337e-17,0.0
3,24,0.48,1.4015109271942465,-2.7755575615628914e-17,2.220446049250313e-16
3,25,0.5,1.4015109271942465,-2.7755575615628914e-17,2.220446049250313e-16
3,26,0.52,1.4015109271942465,4.163336342344337e-17,2.220446049250313e-16
3,27,0.54,1.4015109271942465,-1.3877787807814457e-17,2.220446049250313e-16
3,28,0.56,1.4015109271942463,2.7755575615628914e-17,4.440892098500626e-16
3,29,0.58,1.4015109271942467,1.3877787807814457e-17,0.0
3,30,0.6,1.4015109271942467,2.7755575615628914e-17,0.0
3,31,0.62,1.4015109271942465,5.551115123125783e-17,2.220446049250313e-16
3,32,0.64,1.4015109271942467,2.7755575615628914e-17,0.0
3,33,0.66,1.4015109271942465,-1.3877787807814457e-17,2.220446049250313e-16
3,34,0.68,1.4015109271942467,5.551115123125783e-17,0.0
3,35,0.7000000000000001,1.4015109271942467,1.3877787807814457e-17,0.0
3,36,0.72,1.4015109271942467,2.7755575615628914e-17,0.0
3,37,0.74,1.4015109271942467,-1.3877787807814457e-17,0.0
3,38,0.76,1.4015109271942467,1.3877787807814457e-17,0.0
3,39,0.78,1.4015109271942467,-4.163336342344337e-17,0.0
3,40,0.8,1.4015109271942467,-1.3877787807814457e-17,0.0
3,41,0.8200000000000001,1.4015109271942467,-2.7755575615628914e-17,0.0
3,42,0.84,1.4015109271942467,2.7755575615628914e-17,0.0
3,43,0.86,1.4015109271942467,-1.3877787807814457e-17,0.0
3,44,0.88,1.4015109271942467,2.7755575615628914e-17,0.0
3,45,0.9,1.4015109271942463,-8.326672684688674e-17,4.440892098500626e-16
3,46,0.92,1.4015109271942467,0.0,0.0
3,47,0.9400000000000001,1.4015109271942463,-1.3877787807814457e-17,4.440892098500626e-16
3,48,0.96,1.4015109271942463,0.0,4.440892098500626e-16
3,49,0.98,1.4015109271942465,-8.326672684688674e-17,2.220446049250313e-16
3,50,1.0,1.401510927194247,-2.7755575615628914e-17,2.220446049250313e-16
3,51,1.02,1.4015109271942463,-2.7755575615628914e-17,4.440892098500626e-16
3,52,1.04,1.4015109271942467,1.3877787807814457e-17,0.0
3,53,1.06,1.4015109271942467,0.0,0.0
3,54,1.08,1.4015109271942467,-2.7755575615628914e-17,0.0
3,55,1.1,1.4015109271942467,1.3877787807814457e-17,0.0
3,56,1.12,1.4015109271942467,-2.7755575615628914e-17,0.0
3,57,1.1400000000000001,1.4015109271942463,2.7755575615628914e-17,4.440892098500626e-16
3,58,1.16,1.4015109271942467,2.0816681711721685e-17,0.0
3,59,1.18,1.4015109271942467,0.0,0.0
3,60,1.2,1.4015109271942463,-6.938893903907228e-18,4.440892098500626e-16
3,61,1.22,1.4015109271942467,0.0,0.0
3,62,1.24,1.4015109271942467,2.7755575615628914e-17,0.0
3,63,1.26,1.4015109271942467,-6.938893903907228e-18,0.0
3,64,1.28,1.4015109271942465,6.938893903907228e-18,2.220446049250313e-16
3,65,1.3,1.4015109271942467,-1.3877787807814457e-17,0.0
3,66,1.32,1.4015109271942465,1.3877787807814457e-17,2.220446049250313e-16
3,67,1.34,1.4015109271942467,-2.7755575615628914e-17,0.0
3,68,1.36,1.401510927194247,-1.3877787807814457e-17,2.220446049250313e-16
3,69,1.3800000000000001,1.4015109271942463,1.3877787807814457e-17,4.440892098500626e-16
3,70,1.4000000000000001,1.4015109271942467,-2.42861286636753e-17,0.0
3,71,1.42,1.4015109271942463,0.0,4.440892098500626e-16
3,72,1.44,1.4015109271942467,-2.0816681711721685e-17,0.0
3,73,1.46,1.401510927194247,-6.938893903907228e-18,2.220446049250313e-16
3,74,1.48,1.4015109271942463,2.0816681711721685e-17,4.440892098500626e-16
3,75,1.5,1.4015109271942467,-1.6479873021779667e-17,0.0
3,76,1.52,1.4015109271942463,-2.949029909160572e-17,4.440892098500626e-16
3,77,1.54,1.4015109271942465,-1.3877787807814457e-17,2.220446049250313e-16
3,78,1.56,1.4015109271942467,-1.5612511283791264e-17,0.0
3,79,1.58,1.4015109271942467,-3.8163916471489756e-17,0.0
4,0,0.0,1.3962043202245975,-5.204170427930421e-17,0.0
4,1,0.02,1.3962043202245977,1.734723475976807e-17,2.220446049250313e-16
4,2,0.04,1.396204320224598,-2.7755575615628914e-17,4.440892098500626e-16
4,3,0.06,1.3962043202245975,0.0,0.0
4,4,0.08,1.3962043202245977,6.938893903907228e-18,2.220446049250313e-16
4,5,0.1,1.3962043202245977,-1.0408340855860843e-17,2.220446049250313e-16
4,6,0.12,1.3962043202245977,1.0408340855860843e-17,2.220446049250313e-16
4,7,0.14,1.3962043202245977,4.163336342344337e-17,2.220446049250313e-16
4,8,0.16,1.3962043202245977,3.469446951953614e-18,2.220446049250313e-16
4,9,0.18,1.396204320224598,7.632783294297951e-17,4.440892098500626e-16
4,10,0.2,1.3962043202245977,3.469446951953614e-18,2.220446049250313e-16
4,11,0.22,1.396204320224598,-1.3877787807814457e-17,4.440892098500626e-16
4,12,0.24,1.3962043202245977,3.8163916471489756e-17,2.220446049250313e-16
4,13,0.26,1.396204320224598,1.734723475976807e-17,4.440892098500626e-16
4,14,0.28,1.3962043202245977,-2.42861286636753e-17,2.220446049250313e-16
4,15,0.3,1.396204320224598,2.7755575615628914e-17,4.440892098500626e-16
4,16,0.32,1.3962043202245977,-6.938893903907228e-18,2.220446049250313e-16
4,17,0.34,1.3962043202245975,1.734723475976807e-17,0.0
